age,annual_income,loan_amount,credit_score,employment_years,existing_loans,dependents,missed_payments,debt_to_income_ratio,education,employment_type,residence_type,marital_status,loan_purpose,default
30,651822,375241,657,12,4,1,5,57.57,Diploma,Business,Owned,Single,Vehicle,1
45,605168,576107,648,10,0,2,6,95.0,Graduate,Self-Employed,Rented,Married,Home,1
55,326355,273506,796,6,0,4,0,83.81,High School,Salaried,Owned,Married,Home,1
43,760671,724447,647,14,1,2,4,95.0,Postgraduate,Salaried,Rented,Married,Vehicle,1
38,180000,268146,752,17,2,0,0,95.0,Diploma,Salaried,Owned,Single,Home,0
26,792647,335727,689,14,4,0,4,42.36,Diploma,Business,Owned,Single,Home,1
30,321737,244311,687,15,3,4,2,75.94,Diploma,Business,Owned,Single,Home,1
57,661761,352126,632,16,0,3,2,53.21,Graduate,Salaried,Mortgaged,Divorced,Vehicle,0
42,623783,416986,686,7,2,3,6,66.85,High School,Salaried,Owned,Single,Personal,1
32,907298,284052,636,1,4,0,4,31.31,Diploma,Salaried,Owned,Married,Home,0
37,610696,548741,702,6,3,0,3,89.86,High School,Self-Employed,Owned,Married,Business,1
43,497290,333481,673,15,1,1,6,67.06,High School,Salaried,Rented,Married,Business,1
41,538547,337868,624,16,0,1,0,62.74,Graduate,Salaried,Rented,Single,Personal,0
48,930034,172740,759,10,2,1,4,18.57,Diploma,Business,Mortgaged,Married,Home,0
31,767985,358590,720,15,2,2,1,46.69,Graduate,Salaried,Rented,Married,Personal,0
46,565161,281236,659,1,1,1,1,49.76,Graduate,Business,Rented,Single,Personal,1
38,597982,214846,700,12,0,0,1,35.93,Diploma,Self-Employed,Rented,Married,Personal,0
57,305221,191294,684,13,0,2,3,62.67,Diploma,Salaried,Owned,Single,Personal,1
27,735464,674047,629,10,2,3,4,91.65,Diploma,Self-Employed,Mortgaged,Divorced,Home,1
26,262841,263113,695,14,4,3,5,95.0,Postgraduate,Salaried,Mortgaged,Married,Personal,1
39,815395,96022,647,9,2,1,3,11.78,Graduate,Salaried,Owned,Single,Personal,1
40,678297,202249,624,10,2,1,6,29.82,Postgraduate,Unemployed,Rented,Married,Home,1
47,1175129,292781,576,12,4,2,2,24.91,Graduate,Business,Owned,Married,Home,1
36,407970,376533,665,15,3,0,1,92.29,Diploma,Business,Rented,Married,Personal,1
56,627414,377672,730,4,3,4,0,60.19,High School,Salaried,Rented,Single,Home,0
39,1045623,394726,641,6,2,4,0,37.75,Postgraduate,Salaried,Mortgaged,Single,Personal,1
26,912106,209720,850,8,3,0,3,22.99,Graduate,Salaried,Owned,Married,Education,0
25,496833,347662,752,4,2,4,2,69.98,Postgraduate,Unemployed,Rented,Married,Business,1
58,699273,177352,781,6,3,0,5,25.36,Diploma,Business,Rented,Married,Home,0
26,650440,213250,746,7,3,2,0,32.79,High School,Self-Employed,Owned,Single,Business,0
57,712030,171521,820,6,3,3,1,24.09,Graduate,Unemployed,Rented,Married,Education,0
31,496290,133626,635,8,4,1,6,26.92,Graduate,Salaried,Rented,Single,Personal,1
24,630350,448989,511,10,1,1,0,71.23,Postgraduate,Self-Employed,Rented,Married,Home,1
32,298428,396406,659,13,3,0,2,95.0,Graduate,Salaried,Mortgaged,Single,Home,1
44,679727,436733,729,6,0,3,1,64.25,Diploma,Salaried,Owned,Single,Home,0
37,749005,305504,701,16,2,0,3,40.79,High School,Unemployed,Owned,Single,Home,1
51,599968,408753,709,9,4,2,6,68.13,Graduate,Business,Owned,Married,Personal,1
44,294689,53419,782,14,3,1,1,18.13,High School,Salaried,Owned,Single,Home,0
36,867477,420832,717,2,1,4,2,48.51,Postgraduate,Salaried,Rented,Married,Home,0
45,730196,324797,746,3,3,4,3,44.48,Graduate,Self-Employed,Mortgaged,Single,Personal,1
58,490277,387795,624,9,1,4,5,79.1,High School,Salaried,Rented,Married,Vehicle,1
37,588268,353203,613,7,2,3,6,60.04,Graduate,Self-Employed,Rented,Married,Vehicle,1
26,319853,161812,803,9,1,2,0,50.59,Postgraduate,Self-Employed,Owned,Single,Business,0
36,424410,90274,697,3,3,1,3,21.27,Diploma,Salaried,Owned,Single,Vehicle,0
53,531682,200312,646,9,0,0,5,37.68,Diploma,Salaried,Mortgaged,Single,Personal,1
29,920253,379088,647,13,2,4,0,41.19,Graduate,Salaried,Rented,Married,Business,0
58,509309,396613,645,14,4,1,5,77.87,High School,Unemployed,Owned,Divorced,Vehicle,1
43,790847,108488,640,4,3,2,1,13.72,Graduate,Salaried,Mortgaged,Single,Business,1
44,531570,162646,600,6,2,0,3,30.6,High School,Self-Employed,Rented,Married,Personal,1
33,704548,198747,585,10,4,1,6,28.21,Graduate,Salaried,Owned,Married,Vehicle,1
56,618893,249977,676,10,0,3,4,40.39,High School,Business,Rented,Married,Business,1
22,842072,109313,648,15,4,2,6,12.98,Graduate,Salaried,Rented,Married,Education,1
32,532342,100913,768,7,1,2,4,18.96,Diploma,Salaried,Owned,Divorced,Education,0
37,304044,184943,711,13,4,1,1,60.83,Diploma,Business,Mortgaged,Married,Business,0
39,345971,312076,709,17,4,0,4,90.2,Graduate,Business,Rented,Married,Home,1
39,532987,134717,638,5,3,4,4,25.28,High School,Salaried,Rented,Single,Education,1
26,375207,283788,682,16,3,2,2,75.63,Graduate,Salaried,Mortgaged,Married,Home,1
29,740247,448197,715,6,3,1,0,60.55,High School,Unemployed,Rented,Divorced,Business,1
24,547531,117751,740,6,1,1,4,21.51,Graduate,Salaried,Owned,Divorced,Business,1
43,1172413,271098,683,13,0,3,4,23.12,Graduate,Salaried,Owned,Single,Vehicle,1
34,267703,443466,766,12,1,2,5,95.0,High School,Salaried,Owned,Married,Home,1
43,694799,241442,691,10,2,1,0,34.75,Postgraduate,Salaried,Owned,Single,Personal,0
43,401850,219686,745,4,3,4,3,54.67,High School,Self-Employed,Owned,Married,Vehicle,1
48,541452,462889,656,1,1,4,5,85.49,High School,Self-Employed,Rented,Single,Vehicle,1
42,681112,257132,563,18,2,0,6,37.75,Graduate,Self-Employed,Owned,Married,Home,1
46,180000,454629,709,17,0,3,6,95.0,Graduate,Self-Employed,Owned,Single,Business,1
43,702102,360055,741,17,0,4,1,51.28,High School,Salaried,Rented,Single,Vehicle,0
46,1068640,252002,730,10,4,2,1,23.58,High School,Business,Owned,Single,Personal,0
45,550244,367157,720,17,4,0,4,66.73,Graduate,Salaried,Rented,Single,Business,1
33,707158,344863,666,9,4,0,3,48.77,Postgraduate,Salaried,Rented,Married,Home,1
30,875483,442924,634,1,1,3,1,50.59,High School,Self-Employed,Owned,Married,Business,0
51,613930,223232,729,3,2,4,0,36.36,High School,Salaried,Owned,Married,Vehicle,0
34,522189,305769,720,5,3,0,1,58.56,Diploma,Salaried,Rented,Married,Home,1
42,180000,291388,651,7,1,2,2,95.0,Postgraduate,Salaried,Owned,Married,Business,1
28,791018,398581,768,18,3,2,5,50.39,High School,Business,Rented,Single,Home,1
37,625103,156475,628,6,3,1,0,25.03,High School,Salaried,Rented,Married,Personal,1
41,427210,442377,649,12,2,3,0,95.0,Graduate,Business,Rented,Married,Business,1
45,677851,365286,805,5,2,4,1,53.89,Graduate,Business,Rented,Single,Home,0
41,521590,115630,751,12,1,1,6,22.17,Graduate,Self-Employed,Mortgaged,Married,Personal,1
35,533746,469157,665,11,4,0,6,87.9,Diploma,Salaried,Owned,Married,Education,1
58,783384,612773,710,3,4,1,3,78.22,Graduate,Business,Mortgaged,Married,Home,1
40,355556,440257,701,9,4,1,0,95.0,High School,Salaried,Rented,Married,Education,1
52,880409,499778,498,2,3,3,0,56.77,High School,Unemployed,Owned,Single,Personal,1
49,342509,311952,627,17,1,2,6,91.08,Postgraduate,Business,Owned,Married,Education,1
42,504206,67389,686,14,3,0,3,13.37,Diploma,Salaried,Owned,Single,Education,1
55,1073048,50000,665,18,1,1,0,4.66,High School,Business,Mortgaged,Married,Education,0
26,898018,335711,707,17,4,3,5,37.38,Graduate,Self-Employed,Owned,Single,Vehicle,1
56,671473,217123,769,4,1,2,3,32.34,High School,Salaried,Mortgaged,Married,Home,0
54,443083,171959,667,14,2,2,2,38.81,Postgraduate,Salaried,Rented,Married,Business,1
40,533560,291215,616,2,0,1,3,54.58,Graduate,Self-Employed,Rented,Single,Personal,1
49,666121,386182,713,19,0,1,1,57.97,High School,Business,Rented,Single,Business,1
41,658255,96614,667,15,1,0,6,14.68,High School,Business,Owned,Single,Home,1
31,630008,237157,679,13,2,0,5,37.64,Graduate,Salaried,Rented,Married,Education,1
52,643217,511382,670,19,0,0,1,79.5,Diploma,Self-Employed,Mortgaged,Divorced,Home,1
30,602837,149460,847,16,4,3,5,24.79,High School,Self-Employed,Owned,Single,Vehicle,0
33,332765,421767,533,17,0,0,1,95.0,High School,Self-Employed,Mortgaged,Married,Business,1
41,536368,232138,663,2,4,2,3,43.28,Graduate,Self-Employed,Mortgaged,Married,Vehicle,1
53,851217,376411,690,0,1,4,5,44.22,Graduate,Salaried,Owned,Married,Personal,1
35,348966,453626,635,19,1,3,0,95.0,Postgraduate,Business,Rented,Married,Education,1
40,608298,403779,753,5,0,2,5,66.38,High School,Salaried,Owned,Married,Business,1
22,469654,427282,747,8,4,0,1,90.98,Postgraduate,Salaried,Rented,Married,Personal,1
25,674497,138777,687,0,3,2,4,20.57,High School,Self-Employed,Mortgaged,Single,Business,0
23,564501,455912,671,12,0,4,3,80.76,Graduate,Salaried,Mortgaged,Single,Personal,1
23,975027,180623,682,16,0,1,0,18.52,High School,Salaried,Mortgaged,Married,Personal,0
54,761448,336336,683,16,3,4,5,44.17,Diploma,Salaried,Owned,Married,Business,1
53,361403,336154,685,11,4,3,1,93.01,High School,Self-Employed,Rented,Single,Vehicle,1
53,797670,367917,677,13,0,1,6,46.12,High School,Unemployed,Owned,Divorced,Vehicle,1
23,479577,347174,708,10,1,0,5,72.39,Diploma,Salaried,Mortgaged,Single,Personal,0
24,523061,181867,743,8,2,0,1,34.77,Graduate,Salaried,Owned,Married,Home,0
31,719040,111019,604,11,0,1,4,15.44,High School,Business,Owned,Divorced,Personal,1
43,541816,422129,616,18,1,1,2,77.91,Diploma,Salaried,Owned,Divorced,Vehicle,0
34,846428,326017,568,5,0,3,4,38.52,High School,Unemployed,Owned,Married,Business,1
40,479608,460913,751,9,2,2,3,95.0,Graduate,Self-Employed,Owned,Single,Vehicle,1
27,513832,293737,708,12,3,2,2,57.17,Diploma,Salaried,Owned,Single,Personal,1
49,505598,103277,725,11,2,3,4,20.43,Graduate,Self-Employed,Mortgaged,Single,Home,1
33,525559,435258,590,0,1,3,1,82.82,Graduate,Salaried,Rented,Married,Vehicle,1
23,891822,248148,815,5,2,3,6,27.82,Graduate,Business,Owned,Single,Personal,0
49,788335,347880,647,12,2,4,6,44.13,Postgraduate,Salaried,Rented,Married,Vehicle,1
56,1026188,209356,702,13,0,1,1,20.4,Postgraduate,Business,Rented,Single,Vehicle,0
21,1148882,530202,750,14,0,4,5,46.15,Postgraduate,Business,Rented,Married,Personal,1
38,423242,177281,621,19,0,2,6,41.89,Diploma,Business,Owned,Single,Personal,1
53,665492,252760,652,13,4,0,0,37.98,Postgraduate,Business,Rented,Married,Home,1
48,391236,315043,703,11,3,0,5,80.53,Postgraduate,Salaried,Owned,Married,Business,1
54,478927,147094,850,6,0,0,6,30.71,Diploma,Self-Employed,Owned,Divorced,Vehicle,0
37,511382,346273,711,7,1,4,1,67.71,Diploma,Business,Rented,Divorced,Home,0
35,417426,525667,802,16,2,0,4,95.0,Graduate,Salaried,Rented,Married,Business,1
48,418585,231335,774,9,0,4,5,55.27,Graduate,Salaried,Rented,Single,Home,0
26,618257,355320,716,14,4,3,2,57.47,High School,Salaried,Owned,Divorced,Education,1
30,382322,50000,621,2,4,2,1,13.08,Diploma,Salaried,Rented,Divorced,Vehicle,1
44,835268,294550,764,2,1,4,2,35.26,High School,Business,Rented,Divorced,Personal,0
47,448094,256174,585,4,0,4,2,57.17,Graduate,Salaried,Owned,Married,Business,1
25,1268105,185410,802,3,1,4,5,14.62,High School,Self-Employed,Owned,Single,Home,0
40,550695,451403,704,12,2,2,2,81.97,High School,Unemployed,Owned,Married,Personal,1
35,665844,254326,504,12,4,1,2,38.2,High School,Salaried,Owned,Single,Personal,1
40,365025,275153,666,11,1,0,6,75.38,Diploma,Business,Owned,Single,Vehicle,0
58,1025340,247193,736,5,1,4,4,24.11,High School,Salaried,Owned,Single,Personal,1
23,896290,50000,673,11,1,4,6,5.58,High School,Salaried,Rented,Married,Vehicle,1
59,715321,141522,740,2,0,2,4,19.78,High School,Salaried,Rented,Single,Vehicle,0
38,353703,434553,630,9,0,0,6,95.0,High School,Salaried,Rented,Married,Vehicle,1
51,696347,50000,599,3,2,4,1,7.18,High School,Salaried,Rented,Married,Home,1
37,403285,192716,685,1,3,1,6,47.79,Postgraduate,Salaried,Owned,Married,Business,1
33,971718,244039,692,3,0,2,6,25.11,High School,Salaried,Mortgaged,Single,Business,1
51,828023,544107,666,2,1,3,0,65.71,High School,Salaried,Rented,Divorced,Personal,1
47,670997,407605,776,9,4,0,2,60.75,Postgraduate,Self-Employed,Rented,Single,Vehicle,0
26,180000,221996,630,10,4,0,2,95.0,Graduate,Salaried,Owned,Married,Home,1
48,433648,482632,712,12,3,0,2,95.0,High School,Business,Rented,Married,Vehicle,1
50,801307,196328,695,8,2,4,5,24.5,High School,Unemployed,Rented,Single,Home,1
36,916834,441274,581,3,2,4,4,48.13,Graduate,Business,Rented,Married,Personal,1
57,894017,109757,598,0,1,2,1,12.28,Graduate,Self-Employed,Rented,Single,Business,1
45,299757,450256,691,14,1,2,4,95.0,Graduate,Self-Employed,Mortgaged,Married,Personal,1
34,716342,243141,829,19,1,2,6,33.94,Diploma,Self-Employed,Mortgaged,Single,Business,1
21,873413,156009,731,5,3,1,3,17.86,Diploma,Unemployed,Rented,Divorced,Vehicle,0
47,285166,269600,569,4,3,2,6,94.54,High School,Unemployed,Mortgaged,Married,Home,1
29,648261,338828,472,6,3,1,4,52.27,Postgraduate,Salaried,Mortgaged,Single,Education,1
50,710245,230735,741,4,3,3,6,32.49,High School,Self-Employed,Owned,Married,Personal,1
41,583832,377553,683,4,0,1,6,64.67,High School,Business,Rented,Single,Vehicle,1
39,242524,218381,770,9,3,3,0,90.04,Diploma,Salaried,Owned,Divorced,Home,0
27,578346,386852,628,15,4,4,5,66.89,Graduate,Self-Employed,Owned,Married,Business,1
48,577993,361911,715,14,3,1,1,62.62,Graduate,Self-Employed,Owned,Married,Home,0
27,617424,291471,749,19,2,0,5,47.21,High School,Business,Rented,Married,Education,0
37,526036,238206,659,7,1,2,5,45.28,Graduate,Salaried,Owned,Divorced,Home,1
53,552537,321216,660,9,3,0,1,58.13,High School,Salaried,Owned,Married,Education,1
56,641265,377036,692,7,2,1,0,58.8,High School,Salaried,Owned,Married,Vehicle,1
59,747340,588652,728,0,1,3,2,78.77,Graduate,Self-Employed,Rented,Single,Personal,0
58,583026,431519,689,7,2,2,2,74.01,Postgraduate,Unemployed,Mortgaged,Single,Business,1
42,559877,436639,758,5,0,2,3,77.99,High School,Business,Mortgaged,Married,Home,1
28,670318,732392,658,9,4,3,0,95.0,Diploma,Salaried,Rented,Married,Personal,1
53,227398,372234,597,3,3,0,0,95.0,Postgraduate,Salaried,Owned,Married,Personal,1
52,754948,367850,828,14,1,2,3,48.73,Graduate,Business,Mortgaged,Married,Business,0
59,649876,398562,648,16,3,0,5,61.33,High School,Business,Owned,Married,Personal,1
46,658733,158745,650,19,0,2,2,24.1,Postgraduate,Self-Employed,Mortgaged,Married,Personal,1
26,861362,237854,685,1,1,1,2,27.61,High School,Salaried,Rented,Married,Home,0
40,220381,229136,695,2,3,4,1,95.0,High School,Salaried,Rented,Single,Vehicle,1
38,215757,390666,663,19,0,1,1,95.0,Graduate,Business,Owned,Married,Vehicle,1
53,710237,275616,689,16,3,1,2,38.81,High School,Self-Employed,Owned,Single,Education,1
36,648434,319351,687,11,4,0,1,49.25,Postgraduate,Salaried,Rented,Married,Personal,0
33,687439,452244,702,6,2,0,2,65.79,Graduate,Unemployed,Owned,Divorced,Business,1
24,548332,420841,525,10,1,1,1,76.75,High School,Self-Employed,Mortgaged,Married,Vehicle,1
53,796158,277359,822,10,3,1,4,34.84,Diploma,Unemployed,Rented,Single,Personal,0
50,855181,206201,680,16,1,3,2,24.11,High School,Salaried,Rented,Married,Business,0
22,756476,458938,731,10,3,4,5,60.67,Graduate,Salaried,Owned,Single,Vehicle,0
37,592618,408345,594,0,3,4,4,68.91,High School,Unemployed,Rented,Single,Personal,1
39,186308,75124,657,13,0,4,4,40.32,Graduate,Unemployed,Owned,Married,Vehicle,1
39,819232,256158,643,15,0,4,4,31.27,High School,Unemployed,Rented,Married,Education,1
56,918780,323172,793,5,0,2,6,35.17,High School,Business,Rented,Single,Education,0
26,791803,409036,649,2,0,1,1,51.66,Graduate,Salaried,Rented,Divorced,Personal,1
32,456479,427414,743,2,1,3,6,93.63,Graduate,Salaried,Rented,Married,Vehicle,1
28,798235,339747,644,16,0,1,1,42.56,Diploma,Salaried,Owned,Divorced,Vehicle,1
30,839317,381935,658,8,4,3,0,45.51,Graduate,Unemployed,Mortgaged,Married,Business,1
56,992940,308979,673,10,4,4,5,31.12,Diploma,Salaried,Rented,Divorced,Personal,0
57,457256,205661,780,19,0,0,6,44.98,High School,Business,Rented,Married,Home,0
22,600180,263423,558,1,1,3,0,43.89,High School,Unemployed,Rented,Divorced,Home,1
45,814400,302659,598,4,3,4,4,37.16,Graduate,Unemployed,Mortgaged,Married,Personal,1
30,662630,295145,554,16,3,2,3,44.54,Graduate,Unemployed,Owned,Single,Personal,1
28,404188,50000,614,10,2,1,1,12.37,Graduate,Self-Employed,Owned,Single,Vehicle,1
32,741216,244352,633,0,4,1,3,32.97,High School,Self-Employed,Rented,Married,Vehicle,1
28,777306,307869,577,14,3,0,4,39.61,Diploma,Unemployed,Owned,Single,Education,1
40,669352,260608,639,2,3,1,4,38.93,Diploma,Salaried,Rented,Divorced,Business,1
59,698309,265445,549,15,2,3,3,38.01,Graduate,Salaried,Owned,Single,Business,1
43,593085,368319,619,15,2,2,6,62.1,Graduate,Unemployed,Owned,Married,Personal,1
49,975221,148946,774,16,1,1,1,15.27,Graduate,Self-Employed,Owned,Married,Home,0
40,451848,72074,718,9,2,2,4,15.95,Diploma,Self-Employed,Mortgaged,Married,Personal,1
21,520789,251256,703,5,4,4,2,48.25,Graduate,Salaried,Rented,Divorced,Home,0
24,652417,406976,620,17,1,0,6,62.38,Graduate,Self-Employed,Owned,Married,Personal,1
31,843370,536257,582,11,0,0,1,63.59,High School,Unemployed,Owned,Married,Home,1
30,320578,409498,610,12,2,4,6,95.0,High School,Self-Employed,Owned,Single,Home,1
53,361735,94443,687,2,3,3,4,26.11,Graduate,Salaried,Owned,Married,Home,1
53,201700,267469,751,12,4,2,1,95.0,High School,Self-Employed,Rented,Married,Vehicle,1
54,657193,335929,753,11,2,4,5,51.12,Graduate,Business,Owned,Single,Education,0
45,403973,324863,734,5,3,2,1,80.42,Graduate,Unemployed,Owned,Single,Business,1
42,565399,375503,638,15,1,2,1,66.41,Graduate,Salaried,Owned,Married,Personal,1
46,795503,171613,692,2,2,1,2,21.57,Postgraduate,Self-Employed,Rented,Single,Education,1
36,508861,309092,668,14,2,4,4,60.74,Diploma,Salaried,Rented,Married,Education,1
47,700882,358845,676,19,1,3,2,51.2,High School,Salaried,Rented,Single,Vehicle,1
51,584146,415594,833,11,3,1,3,71.15,High School,Salaried,Rented,Divorced,Personal,1
50,797865,187199,567,2,4,3,3,23.46,Graduate,Self-Employed,Mortgaged,Divorced,Home,1
44,754528,251678,674,11,1,3,1,33.36,High School,Self-Employed,Rented,Divorced,Vehicle,1
23,497775,50000,775,10,0,0,1,10.04,Diploma,Salaried,Mortgaged,Married,Home,0
49,612897,212995,587,11,4,0,2,34.75,Graduate,Salaried,Rented,Single,Home,1
35,879624,226582,645,5,4,2,1,25.76,Diploma,Salaried,Owned,Married,Business,1
50,736543,157258,653,12,4,3,6,21.35,High School,Salaried,Rented,Married,Home,1
42,342668,323186,674,5,1,3,2,94.31,High School,Business,Rented,Divorced,Home,1
55,794236,292168,578,11,3,1,2,36.79,Graduate,Salaried,Rented,Single,Personal,1
34,411386,50000,732,11,3,4,4,12.15,High School,Salaried,Owned,Single,Home,0
57,960753,330171,737,12,3,2,5,34.37,Postgraduate,Unemployed,Rented,Divorced,Business,1
53,875302,170035,726,15,4,1,4,19.43,Diploma,Salaried,Mortgaged,Married,Vehicle,1
33,713775,367996,629,17,4,0,3,51.56,Diploma,Business,Owned,Single,Personal,1
39,684591,120541,696,15,2,4,6,17.61,Postgraduate,Self-Employed,Owned,Married,Business,1
41,604013,304201,627,15,0,3,6,50.36,Diploma,Business,Owned,Single,Home,1
50,799275,260357,667,17,0,2,1,32.57,Diploma,Self-Employed,Rented,Married,Personal,1
47,568429,342434,841,4,4,1,1,60.24,High School,Salaried,Mortgaged,Single,Education,0
54,701825,317458,697,5,4,0,2,45.23,Graduate,Business,Rented,Single,Vehicle,1
35,841826,264277,607,10,0,0,5,31.39,Graduate,Business,Mortgaged,Single,Business,1
40,526403,84922,703,9,1,0,6,16.13,Graduate,Salaried,Rented,Single,Business,0
37,514438,93191,595,14,1,2,4,18.12,Graduate,Business,Owned,Married,Vehicle,1
56,387240,218256,606,0,1,0,4,56.36,Diploma,Self-Employed,Owned,Single,Vehicle,1
32,415816,298841,617,2,3,0,1,71.87,Graduate,Unemployed,Owned,Married,Home,1
43,247753,214845,659,14,2,1,4,86.72,High School,Business,Rented,Married,Business,1
25,810562,387530,756,16,2,3,1,47.81,High School,Salaried,Owned,Married,Personal,0
54,1047961,260909,730,6,2,2,3,24.9,High School,Business,Owned,Married,Education,0
35,963572,164898,727,6,3,0,1,17.11,Graduate,Unemployed,Mortgaged,Single,Personal,1
34,292261,261067,613,11,3,3,0,89.33,High School,Business,Rented,Single,Home,1
43,809468,331620,652,9,0,2,6,40.97,High School,Salaried,Owned,Married,Personal,1
40,962863,345484,709,3,0,0,6,35.88,High School,Business,Rented,Married,Personal,0
54,549502,562973,646,10,1,3,4,95.0,Graduate,Self-Employed,Rented,Divorced,Business,1
41,672318,206353,671,16,2,4,4,30.69,High School,Salaried,Mortgaged,Divorced,Home,1
41,208264,289713,721,14,4,2,1,95.0,Graduate,Business,Rented,Married,Vehicle,1
25,708682,359657,666,16,4,0,4,50.75,High School,Self-Employed,Owned,Divorced,Home,1
21,416017,296721,706,12,3,1,5,71.32,Postgraduate,Business,Owned,Married,Business,1
36,693920,229913,801,17,0,2,3,33.13,Graduate,Self-Employed,Owned,Married,Personal,1
59,306535,83104,678,4,0,4,1,27.11,Diploma,Salaried,Rented,Divorced,Vehicle,0
56,769429,228483,773,0,2,4,2,29.7,Graduate,Unemployed,Rented,Married,Home,1
45,875393,149682,729,2,2,4,5,17.1,Diploma,Self-Employed,Rented,Single,Vehicle,1
45,477700,58275,587,19,3,4,1,12.2,Diploma,Self-Employed,Rented,Single,Business,1
36,399877,188605,613,12,0,2,6,47.17,Postgraduate,Salaried,Owned,Single,Business,1
27,180000,153407,632,4,4,3,5,85.23,Graduate,Salaried,Owned,Single,Vehicle,1
21,591389,381730,630,17,2,3,6,64.55,Graduate,Self-Employed,Owned,Married,Personal,1
34,522049,384153,684,6,2,3,3,73.59,Diploma,Salaried,Owned,Married,Home,1
33,308776,173457,733,11,0,3,1,56.18,High School,Unemployed,Rented,Single,Business,1
28,749664,263568,778,4,4,0,0,35.16,Graduate,Unemployed,Mortgaged,Married,Education,0
31,551007,50000,712,1,2,4,3,9.07,Postgraduate,Business,Owned,Single,Home,1
21,413338,230792,659,5,1,0,2,55.84,Graduate,Salaried,Rented,Married,Business,1
44,527994,355857,544,4,1,2,0,67.4,High School,Business,Owned,Single,Business,1
57,885687,415491,695,11,1,2,6,46.91,Postgraduate,Salaried,Rented,Married,Education,0
47,782646,200173,692,0,0,4,6,25.58,Graduate,Business,Owned,Married,Personal,1
38,621394,447260,703,4,4,0,2,71.98,Diploma,Self-Employed,Rented,Married,Education,1
37,786203,87803,837,11,4,2,4,11.17,Graduate,Unemployed,Owned,Married,Vehicle,1
32,394599,125332,777,7,4,1,2,31.76,High School,Salaried,Owned,Single,Personal,0
26,657121,399353,745,12,1,0,3,60.77,High School,Salaried,Rented,Married,Personal,1
44,682411,533957,623,13,2,1,4,78.25,Diploma,Unemployed,Owned,Single,Home,1
43,546636,369080,654,19,2,2,2,67.52,Postgraduate,Self-Employed,Rented,Married,Personal,1
21,745801,294352,683,16,2,4,5,39.47,Diploma,Business,Owned,Married,Personal,1
37,478305,50000,636,4,2,1,1,10.45,Graduate,Unemployed,Mortgaged,Married,Home,1
31,762161,50000,725,13,2,4,4,6.56,Diploma,Self-Employed,Owned,Divorced,Education,1
27,771409,318117,715,12,3,3,6,41.24,Graduate,Salaried,Rented,Single,Home,1
48,180000,249871,614,11,0,4,5,95.0,High School,Self-Employed,Mortgaged,Married,Business,1
41,911867,145183,774,15,0,4,0,15.92,Graduate,Business,Rented,Single,Personal,0
45,180000,309175,697,2,4,3,0,95.0,Diploma,Unemployed,Owned,Married,Vehicle,1
48,514469,316118,569,7,4,3,4,61.45,Diploma,Salaried,Rented,Married,Education,1
59,875577,432218,686,16,4,0,6,49.36,Postgraduate,Business,Owned,Married,Vehicle,1
52,580197,319124,710,17,1,3,5,55.0,High School,Salaried,Rented,Married,Education,1
45,327439,471975,758,0,2,0,6,95.0,High School,Self-Employed,Rented,Married,Personal,1
55,409378,301119,666,9,0,3,1,73.56,Graduate,Business,Rented,Single,Home,0
39,875919,283853,748,5,1,3,3,32.41,High School,Business,Mortgaged,Divorced,Business,0
59,227269,449004,703,3,3,3,5,95.0,High School,Salaried,Owned,Divorced,Vehicle,1
50,898378,163018,598,1,1,3,4,18.15,High School,Salaried,Owned,Married,Business,1
46,637878,694023,591,10,2,1,5,95.0,Graduate,Salaried,Owned,Single,Business,1
56,387673,352536,769,13,0,1,1,90.94,Diploma,Salaried,Rented,Single,Business,1
41,521715,353316,774,10,2,2,3,67.72,Graduate,Salaried,Owned,Married,Vehicle,0
49,426211,373513,713,7,3,2,3,87.64,High School,Business,Rented,Divorced,Business,1
32,840570,562799,795,15,2,1,6,66.95,Graduate,Salaried,Rented,Married,Business,1
58,811134,410951,764,13,2,2,1,50.66,Graduate,Salaried,Mortgaged,Single,Business,0
45,271785,75292,738,18,4,2,2,27.7,Graduate,Business,Owned,Single,Business,0
51,561210,496486,626,6,1,1,0,88.47,Postgraduate,Salaried,Owned,Married,Personal,1
38,460099,252274,811,4,1,3,1,54.83,High School,Salaried,Owned,Single,Vehicle,0
54,934572,315002,728,9,3,1,6,33.71,High School,Unemployed,Rented,Single,Home,1
23,352978,120904,663,10,2,1,5,34.25,High School,Salaried,Owned,Single,Personal,1
25,1002930,373668,643,9,4,2,1,37.26,High School,Salaried,Owned,Single,Home,0
40,642675,208808,708,16,0,0,4,32.49,Graduate,Self-Employed,Owned,Single,Personal,1
49,394374,314024,573,0,0,3,4,79.63,Graduate,Salaried,Rented,Married,Business,1
52,501000,260226,739,10,1,3,6,51.94,High School,Salaried,Mortgaged,Single,Personal,1
38,473644,569502,623,8,2,4,2,95.0,High School,Salaried,Owned,Married,Business,1
46,369584,577516,716,4,4,1,6,95.0,High School,Salaried,Owned,Married,Personal,1
42,670862,306512,653,12,2,2,2,45.69,Graduate,Business,Rented,Divorced,Business,1
58,379859,308957,671,16,2,2,5,81.33,Diploma,Salaried,Owned,Married,Education,1
46,180000,247718,637,10,0,3,2,95.0,Graduate,Salaried,Mortgaged,Married,Vehicle,1
37,566471,454841,679,1,2,3,4,80.29,High School,Salaried,Rented,Married,Home,1
